cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal,Apoio psicológico,Auxílio Creche,Auxílio Educação,Auxílio Internet,Café Grátis,Celular Corporativo,Day off no aniversário,Gympass,Gympass ou subsídio para academia,Home Office,Home office,Horas extras,Horário Flexível,Horário flexível,Insalubridade ou periculosidade,Licença maternidade estendida,Licença paternidade estendida,Não informado,PLR,Participação nos Lucros e Resultados (PLR),Plano Odontológico,Plano de Saúde,Plano de saúde,Previdência privada,Seguro de vida,Stock Options,Vale Alimentação,Vale Refeição,Vale Transporte,Vale-alimentação,Vale-refeição,Viagens,estado,texto_vaga
Data Scientist (Risk),Clearsale,6.705,"barueri, São Paulo",Remoto,Júnior,3 anos de experiência,CLT,95.378,"Inclui bônus, PLR, stock options e comissões",89.378,6.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,7.948,sim,sim,sim,sim,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,SP,Data Scientist (Risk) Júnior SP Remoto
Data Scientist,OLX,15.0,"São Paulo, São Paulo",Remoto,Especialista,8 anos de experiência,CLT,229.95,"Inclui bônus, PLR, stock options e comissões",199.95,30.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,19.163,sim,nao,sim,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Especialista SP Remoto
Data Scientist,will bank,12.5,"São Paulo, São Paulo",Remoto,Sênior,8 anos de experiência,CLT,179.125,"Inclui bônus, PLR, stock options e comissões",166.625,12.500,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,14.927,sim,sim,nao,sim,sim,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,SP,Data Scientist Sênior SP Remoto
Data Scientist,MeteoIA,6.5,"São Paulo, São Paulo",Híbrido,Júnior,0.9 anos de experiência,PJ,78.0,"Inclui bônus, PLR, stock options e comissões",78.0,Não informado,Funcionário em março de 2025,Desenvolvimento de Produtos,Home Office | Horário Flexível | Horas extras,6.5,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,SP,Data Scientist Júnior SP Híbrido
Data Scientist,CI&T,12.1,"Rio de Janeiro, Rio de Janeiro",Remoto,Sênior,5 anos de experiência,CLT,164.293,"Inclui bônus, PLR, stock options e comissões",161.293,3.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Viagens | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,13.691,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,sim,RJ,Data Scientist Sênior RJ Remoto
Data Scientist,Banco Inter,7.094,"Belo Horizonte, Minas Gerais",Presencial,Júnior,5 anos de experiência,CLT,107.563,"Inclui bônus, PLR, stock options e comissões",94.563,13.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,8.964,nao,nao,nao,nao,sim,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,MG,Data Scientist Júnior MG Presencial
Data Scientist,Amaris Consulting,16.8,"São Paulo, São Paulo",Híbrido,Sênior,4 anos de experiência,PJ,201.6,"Inclui bônus, PLR, stock options e comissões",201.6,Não informado,Saiu da empresa em 2022 (ex-funcionário),Inteligência Artificial / Machine Learning,Home Office | Horário Flexível | Gympass ou subsídio para academia,16.8,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Senior Data Scientist,Nubank,20.6,São Paulo,Híbrido,Sênior,9.8 anos de experiência,CLT,302.598,"Inclui bônus, PLR, stock options e comissões",274.598,18.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,25.217,nao,sim,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,SP,Senior Data Scientist Sênior SP Híbrido
Data Scientist,Descartes System Group,15.5,"Campina Grande, Paraíba",Remoto,Pleno,4 anos de experiência,CLT,206.615,"Inclui bônus, PLR, stock options e comissões",206.615,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Horário Flexível | Day off no aniversário,17.218,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,PB,Data Scientist Pleno PB Remoto
Data Scientist,Microsoft,27.0,"São Paulo, São Paulo",Remoto,Sênior,6 anos de experiência,CLT,474.91,"Inclui bônus, PLR, stock options e comissões",359.91,25.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Stock Options | Day off no aniversário | Apoio psicológico,39.576,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,sim,nao,sim,nao,nao,nao,sim,SP,Data Scientist Sênior SP Remoto
Data Scientist,Banco do Brasil,7.938,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,129.814,"Inclui bônus, PLR, stock options e comissões",105.814,24.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR),10.818,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Júnior SP Híbrido
Data Scientist,BITKA Analytics,9.0,"Belo Horizonte, Minas Gerais",Remoto,Pleno,3.3 anos de experiência,CLT,136.77,"Inclui bônus, PLR, stock options e comissões",119.97,16.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,11.398,nao,nao,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,MG,Data Scientist Pleno MG Remoto
Data Scientist,Grupo Boticário,14.7,"Cotia, São Paulo",Remoto,Especialista,6 anos de experiência,CLT,225.351,"Inclui bônus, PLR, stock options e comissões",195.951,29.400,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,18.779,sim,nao,nao,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Especialista SP Remoto
Data Scientist,XP Inc.,6.0,São Paulo,Híbrido,Júnior,3 anos de experiência,CLT,117.33,"Inclui bônus, PLR, stock options e comissões",79.98,37.350,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,9.778,sim,nao,nao,nao,sim,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Júnior SP Híbrido
Data Scientist,Empresa do Mercado Financeiro,5.0,"São Paulo, São Paulo",Remoto,Júnior,1 ano de experiência,CLT,81.65,"Inclui bônus, PLR, stock options e comissões",66.65,15.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,6.804,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Scientist Júnior SP Remoto
Data Scientist,4intelligence,4.5,São Paulo,Remoto,Júnior,3 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,"Séries temporais, curadoria",Seguro de vida | Vale-refeição | Plano de saúde | Gympass | Horário flexível | Home office,4.999,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,sim,nao,SP,Data Scientist Júnior SP Remoto
Data Scientist,DigiFarmz Smart Agriculture,15.0,"Porto Alegre, Rio Grande do Sul",Remoto,Líder / Coordenador,5 anos de experiência,PJ,180.0,"Inclui bônus, PLR, stock options e comissões",180.0,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Home Office | Gympass ou subsídio para academia | Day off no aniversário,15.0,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,RS,Data Scientist Líder / Coordenador RS Remoto
Data Scientist,4intelligence,6.0,"São Paulo, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,79.98,"Inclui bônus, PLR, stock options e comissões",79.98,Não informado,Saiu da empresa em 2023 (ex-funcionário),Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,6.665,sim,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,Raro Labs,8.0,"Belo Horizonte, Minas Gerais",Remoto,Pleno,3.4 anos de experiência,CLT,108.44,"Inclui bônus, PLR, stock options e comissões",106.64,1.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Licença paternidade estendida,9.037,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,MG,Data Scientist Pleno MG Remoto
Data Scientist,Magazine Luiza,13.2,"São Carlos, São Paulo",Remoto,Pleno,2 anos de experiência,CLT,175.956,"Inclui bônus, PLR, stock options e comissões",175.956,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Home Office | Day off no aniversário,14.663,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,Banco Itaú,13.3,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,292.289,"Inclui bônus, PLR, stock options e comissões",177.289,115.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Gympass ou subsídio para academia | Day off no aniversário,24.357,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Data Scientist,Tata Consulting Services,13.0,"Novo Hamburgo, Rio Grande do Sul",Remoto,Sênior,3 anos de experiência,CLT,173.29,"Inclui bônus, PLR, stock options e comissões",173.29,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia,14.441,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,RS,Data Scientist Sênior RS Remoto
Data Scientist,Isaac,13.0,"São Paulo, São Paulo",Remoto,Especialista,6 anos de experiência,CLT,173.29,"Inclui bônus, PLR, stock options e comissões",173.29,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis,14.441,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Especialista SP Remoto
Data Scientist,Isaac,10.5,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,139.965,"Inclui bônus, PLR, stock options e comissões",139.965,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Gympass ou subsídio para academia,11.664,nao,nao,nao,nao,sim,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,Globo,12.5,Rio de Janeiro,Remoto,Sênior,1 ano de experiência,CLT,196.625,"Inclui bônus, PLR, stock options e comissões",166.625,30.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,16.385,sim,sim,sim,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,sim,nao,nao,nao,RJ,Data Scientist Sênior RJ Remoto
Data Scientist,Banco Bradesco,10.7,"Osasco, São Paulo",Híbrido,Pleno,5 anos de experiência,CLT,152.631,"Inclui bônus, PLR, stock options e comissões",142.631,10.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,12.719,nao,nao,nao,nao,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Pleno SP Híbrido
Data Scientist,Cloudwalk,12.5,Minas Gerais,Remoto,Pleno,4 anos de experiência,CLT,166.625,"Inclui bônus, PLR, stock options e comissões",166.625,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Gympass ou subsídio para academia | Apoio psicológico,13.885,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,MG,Data Scientist Pleno MG Remoto
Data Scientist,E-core,6.167,"Rio de Janeiro, Rio de Janeiro",Remoto,Pleno,3 anos de experiência,CLT,88.379,"Inclui bônus, PLR, stock options e comissões",82.211,6.167,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,7.365,sim,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,RJ,Data Scientist Pleno RJ Remoto
Data Scientist,Grupo Boticário,13.8,"Curitiba, Paraná",Remoto,Especialista,6 anos de experiência,CLT,219.954,"Inclui bônus, PLR, stock options e comissões",183.954,36.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,18.33,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,nao,nao,nao,nao,PR,Data Scientist Especialista PR Remoto
Data Scientist,Ambev Tech,15.8,São Paulo,Remoto,Especialista,8 anos de experiência,CLT,242.214,"Inclui bônus, PLR, stock options e comissões",210.614,31.600,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,20.185,sim,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Especialista SP Remoto
Data Scientist,Nubank,21.7,"São Paulo, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,299.061,"Inclui bônus, PLR, stock options e comissões",289.261,9.800,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Stock Options | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,24.922,sim,sim,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,nao,sim,sim,sim,sim,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Data Scientist,LAW,7.0,"Licínio de Almeida, Bahia",Remoto,Pleno,4 anos de experiência,CLT,93.31,"Inclui bônus, PLR, stock options e comissões",93.31,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Internet | Plano de Saúde | Home Office | Horas extras | Day off no aniversário,7.776,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,BA,Data Scientist Pleno BA Remoto
Data Scientist,Zenvia,10.0,São Paulo,Remoto,Pleno,5 anos de experiência,CLT,133.3,"Inclui bônus, PLR, stock options e comissões",133.3,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.108,sim,sim,nao,sim,nao,nao,sim,nao,sim,sim,nao,sim,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,nao,nao,nao,nao,nao,SP,Data Scientist Pleno SP Remoto
Data Scientist,Grupo Casas Bahia S.A,22.4,São Paulo,Híbrido,Gerente,14 anos de experiência,CLT,328.592,"Inclui bônus, PLR, stock options e comissões",298.592,30.000,Saiu da empresa em 2024 (ex-funcionário),Inteligência Artificial / Machine Learning,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,27.383,sim,nao,nao,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,nao,sim,nao,nao,nao,SP,Data Scientist Gerente SP Híbrido
Data Scientist,IconPro GmbH,16.5,"Joinville, Santa Catarina",Remoto,Sênior,5 anos de experiência,CLT,219.945,"Inclui bônus, PLR, stock options e comissões",219.945,Não informado,Saiu da empresa em 2025 (ex-funcionário),Inteligência Artificial / Machine Learning,Home Office,18.329,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,SC,Data Scientist Sênior SC Remoto
Data Scientist,Carefy,4.55,"Ribeirão Preto, São Paulo",Presencial,Pleno,3 anos de experiência,CLT,60.652,"Inclui bônus, PLR, stock options e comissões",60.652,Não informado,Saiu da empresa em 2024 (ex-funcionário),Não informado,Café Grátis | Day off no aniversário,5.054,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,SP,Data Scientist Pleno SP Presencial
Data Scientist,Fiep,10.1,"Curitiba, Paraná",Remoto,Sênior,5 anos de experiência,CLT,134.633,"Inclui bônus, PLR, stock options e comissões",134.633,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Previdência privada,11.219,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,sim,nao,nao,sim,sim,nao,nao,nao,nao,PR,Data Scientist Sênior PR Remoto
Data Scientist,iFood,14.0,São Paulo,Remoto,Sênior,4 anos de experiência,CLT,221.62,"Inclui bônus, PLR, stock options e comissões",186.62,35.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,18.468,nao,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,nao,sim,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist Sênior SP Remoto
Data Scientist,Banco Bradesco,20.9,"Osasco, São Paulo",Híbrido,Sênior,10 anos de experiência,CLT,308.597,"Inclui bônus, PLR, stock options e comissões",278.597,30.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,25.716,sim,sim,sim,sim,nao,nao,nao,nao,sim,sim,nao,sim,sim,nao,nao,sim,sim,nao,nao,sim,sim,sim,nao,sim,sim,nao,sim,sim,sim,nao,nao,nao,SP,Data Scientist Sênior SP Híbrido
Data Scientist,99x,23.5,"Rio de Janeiro, Rio de Janeiro",Remoto,Sênior,5 anos de experiência,CLT,313.255,"Inclui bônus, PLR, stock options e comissões",313.255,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Home Office | Horário Flexível,26.105,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,RJ,Data Scientist Sênior RJ Remoto
Data Scientist (Risk),Cloudwalk,8.0,"Bauru, São Paulo",Remoto,Júnior,1 ano de experiência,CLT,106.64,"Inclui bônus, PLR, stock options e comissões",106.64,Não informado,Oferta de emprego recebida em fevereiro de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office,8.887,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,SP,Data Scientist (Risk) Júnior SP Remoto
Data Analyst,Stellantis,8.1,"Betim, Minas Gerais",Remoto,Sênior,7 anos de experiência,CLT,119.973,"Inclui bônus, PLR, stock options e comissões",107.973,12.000,Funcionário em maio de 2025,Controladoria,Vale Alimentação | Plano de Saúde | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,9.998,nao,nao,nao,nao,nao,nao,nao,nao,sim,sim,nao,nao,nao,nao,nao,nao,nao,nao,nao,sim,nao,sim,nao,nao,nao,nao,sim,nao,nao,nao,nao,nao,MG,Data Analyst Sênior MG Remoto
